,company name,industry33,stock market,stock number
1004,日本インシュレーション,ガラス・土石製品,東証スタンダード,5449
1005,新東,ガラス・土石製品,東証スタンダード,5450
1006,Ｍｉｐｏｘ,ガラス・土石製品,東証スタンダード,5451
1007,三共理化学,ガラス・土石製品,ジ証,5453
1008,フジミインコーポレーテッド,ガラス・土石製品,東証プライム,5456
1009,鶴弥,ガラス・土石製品,東証スタンダード,5457
1010,チヨダウーテ,ガラス・土石製品,東証スタンダード,5458
1011,クニミネ工業,ガラス・土石製品,東証スタンダード,5461
1012,日本レヂボン,ガラス・土石製品,東証2部,5463
1013,宇部マテリアルズ,ガラス・土石製品,東証2部,5464
1014,エーアンドエーマテリアル,ガラス・土石製品,東証スタンダード,5471
1015,ニチアス,ガラス・土石製品,東証プライム,5476
1016,理研コランダム,ガラス・土石製品,東証スタンダード,5479
1017,日本研紙,ガラス・土石製品,東証2部,5480
1018,ニチハ,ガラス・土石製品,東証プライム,5481
1019,日本製鉄,鉄鋼,東証プライム,5482
1020,住友金属工業,鉄鋼,東証1部,5484
1021,神戸製鋼所,鉄鋼,東証プライム,5486
1022,日新製鋼,鉄鋼,東証1部,5491
1023,中山製鋼所,鉄鋼,東証プライム,5541
1024,合同製鐵,鉄鋼,東証プライム,5542
1025,ＪＦＥホールディングス,鉄鋼,東証プライム,5563
1026,ポスコ,鉄鋼,東証,5566
1027,日新製鋼,鉄鋼,東証1部,5602
1028,東京製鐵,鉄鋼,東証プライム,5603
1029,共英製鋼,鉄鋼,東証プライム,5606
1030,大和工業,鉄鋼,東証プライム,5607
1031,東京鐵鋼,鉄鋼,東証プライム,5608
1032,北越メタル,鉄鋼,東証スタンダード,5609
1033,東京鋼鐵,鉄鋼,東証JASDAQ（スタンダード）,5610
1034,大阪製鐵,鉄鋼,東証スタンダード,5612
1035,豊平製鋼,鉄鋼,札証普通,5613
1036,淀川製鋼所,鉄鋼,東証プライム,5614
1037,東洋鋼鈑,鉄鋼,東証1部,5632
1038,朝日工業,鉄鋼,東証JASDAQ（スタンダード）,5641
1039,住友鋼管,鉄鋼,東証1部,5644
1040,高砂鐵工,鉄鋼,東証スタンダード,5645
1041,中部鋼鈑,鉄鋼,東証プライム,5657
1042,丸一鋼管,鉄鋼,東証プライム,5658
1043,モリ工業,鉄鋼,東証スタンダード,5659
1044,大同特殊鋼,鉄鋼,東証プライム,5660
1045,日本高周波鋼業,鉄鋼,東証スタンダード,5690
1046,日本金属工業,鉄鋼,東証1部,5695
1047,日本冶金工業,鉄鋼,東証プライム,5697
1048,山陽特殊製鋼,鉄鋼,東証プライム,5698
1049,愛知製鋼,鉄鋼,東証プライム,5699
1050,東北特殊鋼,鉄鋼,東証スタンダード,6319
1051,日立金属,鉄鋼,東証プライム,7305
1052,日本金属,鉄鋼,東証プライム,1491
1053,大平洋金属,鉄鋼,東証プライム,5701
1054,新報国マテリアル,鉄鋼,東証スタンダード,5702
1055,新日本電工,鉄鋼,東証プライム,5703
1056,中央電気工業,鉄鋼,東証2部,5704
1057,栗本鐵工所,鉄鋼,東証プライム,5706
1058,虹技,鉄鋼,東証スタンダード,5707
1059,旭テック,鉄鋼,東証1部,5711
1060,中央可鍛工業,鉄鋼,名証メイン,5713
1061,川口金属工業,鉄鋼,東証2部,5714
1062,日本鋳造,鉄鋼,東証スタンダード,5715
1063,大和重工,鉄鋼,東証スタンダード,5721
1064,日本鋳鉄管,鉄鋼,東証スタンダード,5724
1065,日本カタン,鉄鋼,ジ証,5726
1066,川金ホールディングス,鉄鋼,東証2部,5727
1067,三菱製鋼,鉄鋼,東証プライム,5729
1068,テーデーエフ,鉄鋼,東証2部,5738
1069,メタルアート,鉄鋼,東証スタンダード,5739
1070,イチタン,鉄鋼,ジ証,5741
1071,鈴木金属工業,鉄鋼,東証2部,5742
1072,日亜鋼業,鉄鋼,東証スタンダード,5753
1073,日本精線,鉄鋼,東証プライム,5756
1074,神鋼鋼線工業,鉄鋼,東証スタンダード,5757
1075,リバーホールディングス,鉄鋼,東証2部,5758
1076,パウダーテック,鉄鋼,東証スタンダード,5759
1077,サンユウ,鉄鋼,東証スタンダード,5771
1078,エンビプロ・ホールディングス,鉄鋼,東証プライム,5781
1079,イボキン,鉄鋼,東証スタンダード,5801
1080,シンニッタン,鉄鋼,東証スタンダード,5802
1081,新家工業,鉄鋼,東証スタンダード,5803
1082,中外鉱業,非鉄金属,東証スタンダード,5804
1083,日本軽金属,非鉄金属,東証1部,5805
1084,大紀アルミニウム工業所,非鉄金属,東証プライム,5807
1085,日本軽金属ホールディングス,非鉄金属,東証プライム,5808
1086,ＪＭＣ,非鉄金属,東証グロース,5809
1087,三井金属,非鉄金属,東証プライム,5811
1088,東邦亜鉛,非鉄金属,東証プライム,5812
1089,三菱マテリアル,非鉄金属,東証プライム,5815
1090,住友金属鉱山,非鉄金属,東証プライム,5816
1091,ＤＯＷＡホールディングス,非鉄金属,東証プライム,5817
1092,古河機械金属,非鉄金属,東証プライム,5819
1093,エス・サイエンス,非鉄金属,東証スタンダード,5820
1094,アサカ理研,非鉄金属,東証スタンダード,5821
1095,大阪チタニウムテクノロジーズ,非鉄金属,東証プライム,5851
1096,東邦チタニウム,非鉄金属,東証プライム,5852
1097,日本精鉱,非鉄金属,東証スタンダード,5855
1098,住友軽金属工業,非鉄金属,東証1部,5857
1099,日本製箔,非鉄金属,東証2部,1971
1100,ＵＡＣＪ,非鉄金属,東証プライム,2961
1101,エヌアイシ・オートテック,非鉄金属,東証スタンダード,3420
1102,日本伸銅,非鉄金属,東証スタンダード,3421
1103,東海アルミ箔,非鉄金属,ジ証,3422
1104,ＣＫサンエツ,非鉄金属,東証プライム,3423
1105,ＦＣＭ,非鉄金属,東証JASDAQ（スタンダード）,3424
1106,日本電解,非鉄金属,東証グロース,3426
1107,三菱伸銅,非鉄金属,東証1部,3428
1108,東邦金属,非鉄金属,東証スタンダード,3429
1109,古河電気工業,非鉄金属,東証プライム,3431
1110,住友電気工業,非鉄金属,東証プライム,3432
1111,フジクラ,非鉄金属,東証プライム,3433
1112,三菱電線工業,非鉄金属,東証1部,3434
1113,昭和電線ホールディングス,非鉄金属,東証プライム,3435
1114,東京特殊電線,非鉄金属,東証スタンダード,3436
1115,理研電線,非鉄金属,東証2部,3437
1116,タツタ電線,非鉄金属,東証プライム,3439
1117,トヨクニ電線,非鉄金属,ジ証,3440
1118,日立電線,非鉄金属,東証1部,3441
1119,沖電線,非鉄金属,東証1部,3442
1120,オーナンバ,非鉄金属,東証スタンダード,3443
1121,ＪＭＡＣＳ,非鉄金属,東証スタンダード,3444
1122,カナレ電気,非鉄金属,東証スタンダード,3445
1123,三ッ星,非鉄金属,東証スタンダード,3446
1124,平河ヒューテック,非鉄金属,東証プライム,3447
1125,リョービ,非鉄金属,東証プライム,3449
1126,アーレスティ,非鉄金属,東証プライム,5397
1127,アサヒプリテック,非鉄金属,東証1部,5900
1128,アサヒホールディングス,非鉄金属,東証プライム,5901
1129,中央ビルト工業,金属製品,東証スタンダード,5902
1130,日本調理機,金属製品,東証スタンダード,5903
1131,ケー・エフ・シー,金属製品,東証スタンダード,5905
1132,稲葉製作所,金属製品,東証スタンダード,5906
1133,Ｊ－ＭＡＸ,金属製品,東証スタンダード,5907
1134,エスイー,金属製品,東証スタンダード,5908
1135,ミヤコ,金属製品,東証JASDAQ（スタンダード）,5909
1136,アトムリビンテック,金属製品,東証スタンダード,5911
1137,サンポット,金属製品,東証2部,5913
1138,ストロベリーコーポレーション,金属製品,ジ証,5915
1139,宮地エンジニアリンググループ,金属製品,東証プライム,5916
1140,三協・立山ホールディングス,金属製品,東証1部,5917
1141,トーカロ,金属製品,東証プライム,5918
1142,アルファＣｏ,金属製品,東証スタンダード,5919
1143,サンコーテクノ,金属製品,東証スタンダード,5921
1144,ＳＵＭＣＯ,金属製品,東証プライム,5922
1145,特殊電極,金属製品,東証スタンダード,5923
1146,三ツ知,金属製品,東証スタンダード,5928
1147,日創プロニティ,金属製品,東証スタンダード,5929
1148,山王,金属製品,東証スタンダード,5930
1149,ＭＩＥコーポレーション,金属製品,名証メイン,5931
1150,川田テクノロジーズ,金属製品,東証プライム,5932
1151,菊池製作所,金属製品,東証スタンダード,5933
1152,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,金属製品,東証プライム,5934
1153,ジェイテックコーポレーション,金属製品,東証プライム,5935
1154,信和,金属製品,東証スタンダード,5936
1155,テクノフレックス,金属製品,東証スタンダード,5938
1156,ＭＩＥ　テクノ,金属製品,名証2部,5939
1157,ダイケン,金属製品,東証スタンダード,5940
1158,東洋製罐グループホールディングス,金属製品,東証プライム,5941
1159,ホッカンホールディングス,金属製品,東証プライム,5942
1160,シンポ,金属製品,東証スタンダード,5943
1161,日本製罐,金属製品,東証スタンダード,5944
1162,エムケー精工,金属製品,東証スタンダード,5945
1163,ＪＦＥコンテイナー,金属製品,東証スタンダード,5946
1164,日鐵ドラム,金属製品,東証2部,5947
1165,コロナ,金属製品,東証スタンダード,5950
1166,横河ブリッジホールディングス,金属製品,東証プライム,5951
1167,松尾橋梁,金属製品,東証1部,5952
1168,駒井ハルテック,金属製品,東証プライム,5953
1169,ハルテック,金属製品,東証1部,5954
1170,サクラダ,金属製品,東証1部,5955
1171,瀧上工業,金属製品,東証スタンダード,5956
1172,ＪＳＴ,金属製品,東証2部,5957
1173,川岸工業,金属製品,東証スタンダード,5958
1174,那須電機鉄工,金属製品,東証スタンダード,5959
1175,高田機工,金属製品,東証スタンダード,5964
1176,アルメタックス,金属製品,東証スタンダード,5965
1177,三和ホールディングス,金属製品,東証プライム,5966
1178,文化シヤッター,金属製品,東証プライム,5967
1179,川田工業,金属製品,東証1部,5969
1180,三協立山,金属製品,東証プライム,5970
1181,アルインコ,金属製品,東証プライム,5971
1182,日本アルミ,金属製品,大証,5973
1183,元旦ビューティ工業,金属製品,東証スタンダード,5974
1184,東洋シヤッター,金属製品,東証スタンダード,5975
1185,ＬＩＸＩＬ,金属製品,東証プライム,5976
1186,大谷工業,金属製品,東証スタンダード,5977
1187,不二サッシ,金属製品,東証スタンダード,5979
1188,中西製作所,金属製品,東証スタンダード,5980
1189,日本フイルコン,金属製品,東証スタンダード,5981
1190,ノーリツ,金属製品,東証プライム,5982
1191,日立粉末冶金,金属製品,東証1部,5983
1192,天龍製鋸,金属製品,東証スタンダード,5984
1193,長府製作所,金属製品,東証プライム,5985
1194,リンナイ,金属製品,東証プライム,5986
1195,日本パワーファスニング,金属製品,東証スタンダード,5987
1196,ダイニチ工業,金属製品,東証スタンダード,5988
1197,アマテイ,金属製品,東証スタンダード,5989
1198,昭和鉄工,金属製品,福証普通,5990
1199,トープラ,金属製品,大証,5991
1200,ヤマシナ,金属製品,東証スタンダード,5992
1201,トーソー,金属製品,東証スタンダード,5993
1202,日東精工,金属製品,東証プライム,5994
1203,三洋工業,金属製品,東証スタンダード,5995
1204,岡部,金属製品,東証プライム,5997
1205,東洋刃物,金属製品,東証スタンダード,5998
1206,フジマック,金属製品,東証スタンダード,5999
1207,ＫＴＣ,金属製品,東証スタンダード,7985
1208,ＴＯＮＥ,金属製品,東証スタンダード,7989
1209,ロブテックス,金属製品,東証スタンダード,8155
1210,ジーテクト,金属製品,東証プライム,9922
