,company name,industry33,stock market,stock number
874,山王,金属製品,東証JASDAQスタンダード,3441
875,京都機械工具,金属製品,東証2部,5966
876,アルメタックス,金属製品,東証2部,5928
877,アトムリビンテック,金属製品,東証JASDAQスタンダード,3426
878,那須電機鉄工,金属製品,東証2部,5922
879,日本パワーファスニング,金属製品,東証2部,5950
880,スーパーツール,金属製品,東証JASDAQスタンダード,5990
881,協立エアテック,金属製品,東証JASDAQスタンダード,5997
882,三ツ知,金属製品,東証JASDAQスタンダード,3439
883,ミヤコ,金属製品,東証JASDAQスタンダード,3424
884,東洋シヤッター,金属製品,東証1部,5936
885,トーアミ,金属製品,東証2部,5973
886,特殊電極,金属製品,東証JASDAQスタンダード,3437
887,大谷工業,金属製品,東証JASDAQスタンダード,5939
888,ネポン,金属製品,東証2部,7985
889,元旦ビューティ工業,金属製品,東証JASDAQスタンダード,5935
890,中国工業,金属製品,東証1部,5974
891,ロブテックス,金属製品,東証2部,5969
892,中央ビルト工業,金属製品,東証2部,1971
893,昭和鉄工,金属製品,福証,5953
894,アマテイ,金属製品,東証2部,5952
895,日本製罐,金属製品,東証2部,5905
896,東洋刃物,金属製品,東証2部,5964
897,MIEコーポレーション,金属製品,名証2部,3442
898,ダイキン工業,機械,東証1部,6367
899,小松製作所,機械,東証1部,6301
900,SMC,機械,東証1部,6273
901,クボタ,機械,東証1部,6326
902,三菱重工業,機械,東証1部,7011
903,マキタ,機械,東証1部,6586
904,日本精工,機械,東証1部,6471
905,ディスコ,機械,東証1部,6146
906,日立建機,機械,東証1部,6305
907,ダイフク,機械,東証1部,6383
908,ホシザキ,機械,東証1部,6465
909,ジェイテクト,機械,東証1部,6473
910,ハーモニック・ドライブ・システムズ,機械,東証JASDAQスタンダード,6324
911,IHI,機械,東証1部,7013
912,住友重機械工業,機械,東証1部,6302
913,アマダホールディングス,機械,東証1部,6113
914,THK,機械,東証1部,6481
915,ナブテスコ,機械,東証1部,6268
916,荏原製作所,機械,東証1部,6361
917,栗田工業,機械,東証1部,6370
918,三浦工業,機械,東証1部,6005
919,セガサミーホールディングス,機械,東証1部,6460
920,ユニバーサルエンターテインメント,機械,東証JASDAQスタンダード,6425
921,SANKYO,機械,東証1部,6417
922,DMG森精機,機械,東証1部,6141
923,グローリー,機械,東証1部,6457
924,NTN,機械,東証1部,6472
925,島精機製作所,機械,東証1部,6222
926,日本製鋼所,機械,東証1部,5631
927,オークマ,機械,東証1部,6103
928,タダノ,機械,東証1部,6395
929,アマノ,機械,東証1部,6436
930,オーエスジー,機械,東証1部,6136
931,富士機械製造,機械,東証1部,6134
932,平和,機械,東証1部,6412
933,不二越,機械,東証1部,6474
934,CKD,機械,東証1部,6407
935,椿本チエイン,機械,東証1部,6371
936,三井海洋開発,機械,東証1部,6269
937,フジテック,機械,東証1部,6406
938,牧野フライス製作所,機械,東証1部,6135
939,TPR,機械,東証1部,6463
940,タクマ,機械,東証1部,6013
941,澁谷工業,機械,東証1部,6340
942,竹内製作所,機械,東証1部,6432
943,平田機工,機械,東証1部,6258
944,東芝機械,機械,東証1部,6104
945,サトーホールディングス,機械,東証1部,6287
946,福島工業,機械,東証1部,6420
947,オプトラン,機械,東証1部,6235
948,日精エー・エス・ビー機械,機械,東証1部,6284
949,ツバキ・ナカシマ,機械,東証1部,6464
950,アイダエンジニアリング,機械,東証1部,6118
951,イーグル工業,機械,東証1部,6486
952,日立造船,機械,東証1部,7004
953,理想科学工業,機械,東証1部,6413
954,小森コーポレーション,機械,東証1部,6349
955,ユニオンツール,機械,東証1部,6278
956,日特エンジニアリング,機械,東証JASDAQスタンダード,6145
957,キッツ,機械,東証1部,6498
958,スター精密,機械,東証1部,7718
959,ヤマシンフィルタ,機械,東証1部,6240
960,ニューフレアテクノロジー,機械,東証JASDAQスタンダード,6256
961,技研製作所,機械,東証1部,6289
962,新東工業,機械,東証1部,6339
963,ツガミ,機械,東証1部,6101
964,ソディック,機械,東証1部,6143
965,マックス,機械,東証1部,6454
966,オイレス工業,機械,東証1部,6282
967,やまびこ,機械,東証1部,6250
968,旭ダイヤモンド工業,機械,東証1部,6140
969,大和冷機工業,機械,東証1部,6459
970,リケン,機械,東証1部,6462
971,月島機械,機械,東証1部,6332
972,ホソカワミクロン,機械,東証1部,6277
973,アイチコーポレーション,機械,東証1部,6345
974,井関農機,機械,東証1部,6310
975,サンデンホールディングス,機械,東証1部,6444
976,日東工器,機械,東証1部,6151
977,日本トムソン,機械,東証1部,6480
978,新晃工業,機械,東証1部,6458
979,JUKI,機械,東証1部,6440
980,マースエンジニアリング,機械,東証1部,6419
981,鶴見製作所,機械,東証1部,6351
982,TOWA,機械,東証1部,6315
983,ユーシン精機,機械,東証1部,6482
984,アネスト岩田,機械,東証1部,6381
985,レオン自動機,機械,東証1部,6272
986,大豊工業,機械,東証1部,6470
987,キトー,機械,東証1部,6409
988,ローツェ,機械,東証1部,6323
989,トーヨーカネツ,機械,東証1部,6369
990,日本ピラー工業,機械,東証1部,6490
991,ヒラノテクシード,機械,東証2部,6245
992,日阪製作所,機械,東証1部,6247
993,ニッセイ,機械,東証2部,6271
994,オルガノ,機械,東証1部,6368
995,加藤製作所,機械,東証1部,6390
996,日精樹脂工業,機械,東証1部,6293
997,中野冷機,機械,東証JASDAQスタンダード,6411
998,北越工業,機械,東証1部,6364
999,酉島製作所,機械,東証1部,6363
1000,日本金銭機械,機械,東証1部,6418
1001,帝国電機製作所,機械,東証1部,6333
1002,中村超硬,機械,東証マザーズ,6166
1003,日進工具,機械,東証1部,6157
1004,神鋼環境ソリューション,機械,東証2部,6299
1005,フリュー,機械,東証1部,6238
1006,パンチ工業,機械,東証1部,6165
1007,北川鉄工所,機械,東証1部,6317
1008,藤商事,機械,東証JASDAQスタンダード,6257
1009,瑞光,機械,東証2部,6279
1010,フロイント産業,機械,東証JASDAQスタンダード,6312
1011,ダイコク電機,機械,東証1部,6430
1012,イワキ,機械,東証2部,6237
1013,タツモ,機械,東証JASDAQスタンダード,6266
1014,新川,機械,東証1部,6274
1015,前澤給装工業,機械,東証1部,6485
1016,冨士ダイス,機械,東証1部,6167
1017,三精テクノロジーズ,機械,東証2部,6357
1018,豊和工業,機械,東証1部,6203
1019,巴工業,機械,東証1部,6309
1020,石川製作所,機械,東証1部,6208
1021,前田製作所,機械,東証JASDAQスタンダード,6281
1022,ゲームカード・ジョイコホールディングス,機械,東証JASDAQスタンダード,6249
1023,小田原エンジニアリング,機械,東証JASDAQスタンダード,6149
1024,住友精密工業,機械,東証1部,6355
1025,東洋機械金属,機械,東証1部,6210
1026,ペガサスミシン製造,機械,東証1部,6262
1027,酒井重工業,機械,東証1部,6358
1028,日本ピストンリング,機械,東証1部,6461
1029,日工,機械,東証1部,6306
1030,西部電機,機械,東証2部,6144
1031,トリニティ工業,機械,東証2部,6382
1032,三菱化工機,機械,東証1部,6331
1033,マルマエ,機械,東証マザーズ,6264
1034,岡本工作機械製作所,機械,東証2部,6125
1035,蛇の目ミシン工業,機械,東証1部,6445
1036,テクノスマート,機械,東証2部,6246
1037,大同工業,機械,東証1部,6373
1038,オカダアイヨン,機械,東証1部,6294
1039,KVK,機械,東証JASDAQスタンダード,6484
1040,鈴茂器工,機械,東証JASDAQスタンダード,6405
1041,昭和真空,機械,東証JASDAQスタンダード,6384
1042,タクミナ,機械,東証2部,6322
1043,タカキタ,機械,東証1部,6325
1044,中北製作所,機械,東証2部,6496
1045,滝澤鉄工所,機械,東証1部,6121
1046,黒田精工,機械,東証2部,7726
1047,川重冷熱工業,機械,東証JASDAQスタンダード,6414
1048,高松機械工業,機械,東証2部,6155
1049,津田駒工業,機械,東証1部,6217
1050,荏原実業,機械,東証1部,6328
1051,小池酸素工業,機械,東証2部,6137
1052,油研工業,機械,東証1部,6393
1053,石井表記,機械,東証2部,6336
1054,木村化工機,機械,東証1部,6378
1055,オーイズミ,機械,東証1部,6428
1056,ミクロン精密,機械,東証JASDAQスタンダード,6159
1057,マミヤ・オーピー,機械,東証2部,7991
1058,フリージア・マクロス,機械,東証2部,6343
1059,テセック,機械,東証JASDAQスタンダード,6337
1060,サムコ,機械,東証1部,6387
1061,野村マイクロ・サイエンス,機械,東証JASDAQスタンダード,6254
1062,OKK,機械,東証1部,6205
1063,エスティック,機械,東証2部,6161
1064,丸山製作所,機械,東証1部,6316
1065,ワイエイシイホールディングス,機械,東証1部,6298
1066,宮入バルブ製作所,機械,東証2部,6495
1067,放電精密加工研究所,機械,東証JASDAQスタンダード,6469
1068,電業社機械製作所,機械,東証2部,6365
1069,カワタ,機械,東証2部,6292
1070,エンシュウ,機械,東証1部,6218
1071,ササクラ,機械,東証2部,6303
1072,太陽工機,機械,東証JASDAQスタンダード,6164
1073,小倉クラッチ,機械,東証JASDAQスタンダード,6408
1074,前澤工業,機械,東証1部,6489
1075,日本ドライケミカル,機械,東証1部,1909
1076,ハマイ,機械,東証JASDAQスタンダード,6497
1077,日本エアーテック,機械,東証1部,6291
1078,ヨシタケ,機械,東証JASDAQスタンダード,6488
1079,水道機工,機械,東証JASDAQスタンダード,6403
1080,兼松エンジニアリング,機械,東証2部,6402
1081,旭精機工業,機械,名証2部,6111
1082,ヤマダコーポレーション,機械,東証2部,6392
1083,アピックヤマダ,機械,東証2部,6300
1084,エーワン精密,機械,東証JASDAQスタンダード,6156
1085,ダイベア,機械,東証2部,6478
1086,富士精工,機械,名証2部,6142
1087,ミューチュアル,機械,東証JASDAQスタンダード,2773
1088,日本ギア工業,機械,東証2部,6356
1089,石井鐵工所,機械,東証1部,6362
1090,富士変速機,機械,名証2部,6295
1091,靜甲,機械,東証JASDAQスタンダード,6286
1092,和井田製作所,機械,東証JASDAQスタンダード,6158
1093,ニチダイ,機械,東証JASDAQスタンダード,6467
1094,ダイジェット工業,機械,東証1部,6138
1095,浜井産業,機械,東証2部,6131
1096,鉱研工業,機械,東証JASDAQスタンダード,6297
1097,明治機械,機械,東証2部,6334
1098,東京機械製作所,機械,東証1部,6335
1099,NCホールディングス,機械,東証1部,6236
1100,岡野バルブ製造,機械,東証2部,6492
1101,エヌ・ピー・シー,機械,東証マザーズ,6255
1102,加地テック,機械,東証2部,6391
1103,妙徳,機械,東証JASDAQスタンダード,6265
1104,不二精機,機械,東証JASDAQスタンダード,6400
1105,ニッチツ,機械,東証2部,7021
1106,高見沢サイバネティックス,機械,東証JASDAQスタンダード,6424
1107,タカトリ,機械,東証2部,6338
1108,キクカワエンタープライズ,機械,東証2部,6346
1109,太平製作所,機械,東証2部,6342
1110,タケダ機械,機械,東証JASDAQスタンダード,6150
1111,ナガオカ,機械,東証JASDAQスタンダード,6239
1112,ゼネラルパッカー,機械,東証JASDAQスタンダード,6267
1113,北川精機,機械,東証JASDAQスタンダード,6327
1114,プラコー,機械,東証JASDAQスタンダード,6347
1115,NFKホールディングス,機械,東証JASDAQスタンダード,6494
1116,東亜バルブエンジニアリング,機械,東証2部,6466
1117,ヒーハイスト精工,機械,東証JASDAQスタンダード,6433
1118,赤阪鐵工所,機械,東証2部,6022
1119,宇野澤組鐵工所,機械,東証2部,6396
1120,石井工作研究所,機械,東証JASDAQスタンダード,6314
1121,サンセイ,機械,東証2部,6307
1122,桂川電機,機械,東証JASDAQスタンダード,6416
1123,セコニックホールディングス,機械,東証2部,7758
1124,東京自働機械製作所,機械,東証2部,6360
1125,ヤマザキ,機械,東証JASDAQスタンダード,6147
1126,ナビタス,機械,東証JASDAQスタンダード,6276
1127,オリエンタルチエン工業,機械,東証2部,6380
1128,横田製作所,機械,東証JASDAQスタンダード,6248
1129,中日本鋳工,機械,名証2部,6439
1130,小島鉄工所,機械,東証2部,6112
1131,キーエンス,電気機器,東証1部,6861
1132,ソニー,電気機器,東証1部,6758
1133,キヤノン,電気機器,東証1部,7751
1134,ファナック,電気機器,東証1部,6954
1135,日本電産,電気機器,東証1部,6594
1136,日立製作所,電気機器,東証1部,6501
1137,三菱電機,電気機器,東証1部,6503
1138,パナソニック,電気機器,東証1部,6752
1139,東京エレクトロン,電気機器,東証1部,8035
1140,村田製作所,電気機器,東証1部,6981
1141,京セラ,電気機器,東証1部,6971
1142,ルネサスエレクトロニクス,電気機器,東証1部,6723
1143,東芝,電気機器,東証2部,6502
1144,シャープ,電気機器,東証1部,6753
1145,シスメックス,電気機器,東証1部,6869
1146,富士通,電気機器,東証1部,6702
1147,オムロン,電気機器,東証1部,6645
1148,ローム,電気機器,東証1部,6963
1149,安川電機,電気機器,東証1部,6506
1150,小糸製作所,電気機器,東証1部,7276
1151,TDK,電気機器,東証1部,6762
1152,セイコーエプソン,電気機器,東証1部,6724
1153,ミネベアミツミ,電気機器,東証1部,6479
1154,スタンレー電気,電気機器,東証1部,6923
1155,日本電気,電気機器,東証1部,6701
1156,リコー,電気機器,東証1部,7752
1157,ブラザー工業,電気機器,東証1部,6448
1158,ヒロセ電機,電気機器,東証1部,6806
1159,アルプス電気,電気機器,東証1部,6770
1160,浜松ホトニクス,電気機器,東証1部,6965
1161,富士電機,電気機器,東証1部,6504
1162,横河電機,電気機器,東証1部,6841
1163,コニカミノルタ,電気機器,東証1部,4902
1164,SCREENホールディングス,電気機器,東証1部,7735
1165,アドバンテスト,電気機器,東証1部,6857
1166,カシオ計算機,電気機器,東証1部,6952
1167,マブチモーター,電気機器,東証1部,6592
1168,アズビル,電気機器,東証1部,6845
1169,アルバック,電気機器,東証1部,6728
1170,日立国際電気,電気機器,東証1部,6756
1171,堀場製作所,電気機器,東証1部,6856
1172,日清紡ホールディングス,電気機器,東証1部,3105
1173,富士通ゼネラル,電気機器,東証1部,6755
1174,日本光電工業,電気機器,東証1部,6849
1175,イビデン,電気機器,東証1部,4062
1176,ジーエス・ユアサコーポレーション,電気機器,東証1部,6674
1177,ウシオ電機,電気機器,東証1部,6925
1178,太陽誘電,電気機器,東証1部,6976
1179,東芝テック,電気機器,東証1部,6588
1180,日本航空電子工業,電気機器,東証1部,6807
1181,アンリツ,電気機器,東証1部,6754
1182,アルパイン,電気機器,東証1部,6816
1183,OBARA　GROUP,電気機器,東証1部,6877
1184,イリソ電子工業,電気機器,東証1部,6908
1185,フクダ電子,電気機器,東証JASDAQスタンダード,6960
1186,日新電機,電気機器,東証1部,6641
1187,ジャパンディスプレイ,電気機器,東証1部,6740
1188,ダイヘン,電気機器,東証1部,6622
1189,沖電気工業,電気機器,東証1部,6703
1190,レーザーテック,電気機器,東証1部,6920
1191,マクセルホールディングス,電気機器,東証1部,6810
1192,EIZO,電気機器,東証1部,6737
1193,能美防災,電気機器,東証1部,6744
1194,新光電気工業,電気機器,東証1部,6967
1195,クラリオン,電気機器,東証1部,6796
1196,ホシデン,電気機器,東証1部,6804
1197,ニチコン,電気機器,東証1部,6996
1198,ヤーマン,電気機器,東証1部,6630
1199,キヤノン電子,電気機器,東証1部,7739
1200,山洋電気,電気機器,東証1部,6516
1201,明電舎,電気機器,東証1部,6508
1202,エレコム,電気機器,東証1部,6750
1203,双葉電子工業,電気機器,東証1部,6986
1204,ワコム,電気機器,東証1部,6727
1205,オプテックスグループ,電気機器,東証1部,6914
1206,市光工業,電気機器,東証1部,7244
1207,サンケン電気,電気機器,東証1部,6707
1208,メルコホールディングス,電気機器,東証1部,6676
1209,KOA,電気機器,東証1部,6999
1210,三井ハイテック,電気機器,東証1部,6966
1211,新電元工業,電気機器,東証1部,6844
1212,エンプラス,電気機器,東証1部,6961
1213,フェローテックホールディングス,電気機器,東証JASDAQスタンダード,6890
1214,IDEC,電気機器,東証1部,6652
1215,パイオニア,電気機器,東証1部,6773
1216,日本信号,電気機器,東証1部,6741
1217,日本セラミック,電気機器,東証1部,6929
1218,象印マホービン,電気機器,東証2部,7965
1219,日東工業,電気機器,東証1部,6651
1220,フォスター電機,電気機器,東証1部,6794
1221,メガチップス,電気機器,東証1部,6875
1222,ミツバ,電気機器,東証1部,7280
1223,ホーチキ,電気機器,東証1部,6745
1224,コーセル,電気機器,東証1部,6905
1225,タムラ製作所,電気機器,東証1部,6768
1226,ダブル・スコープ,電気機器,東証1部,6619
1227,エスペック,電気機器,東証1部,6859
1228,アオイ電子,電気機器,東証2部,6832
1229,シンフォニアテクノロジー,電気機器,東証1部,6507
1230,日本シイエムケイ,電気機器,東証1部,6958
1231,FDK,電気機器,東証2部,6955
1232,日本電子,電気機器,東証1部,6951
1233,MCJ,電気機器,東証2部,6670
1234,日本ケミコン,電気機器,東証1部,6997
1235,メイコー,電気機器,東証JASDAQスタンダード,6787
1236,JVCケンウッド,電気機器,東証1部,6632
1237,スミダコーポレーション,電気機器,東証1部,6817
1238,TOA,電気機器,東証1部,6809
1239,第一精工,電気機器,東証1部,6640
1240,山一電機,電気機器,東証1部,6941
1241,ユー・エム・シー・エレクトロニクス,電気機器,東証1部,6615
1242,富士通フロンテック,電気機器,東証2部,6945
1243,日本マイクロニクス,電気機器,東証1部,6871
1244,SMK,電気機器,東証1部,6798
1245,電気興業,電気機器,東証1部,6706
1246,デンヨー,電気機器,東証1部,6517
1247,日本トリム,電気機器,東証1部,6788
1248,図研,電気機器,東証1部,6947
1249,京三製作所,電気機器,東証1部,6742
1250,日置電機,電気機器,東証1部,6866
1251,大崎電気工業,電気機器,東証1部,6644
1252,アイコム,電気機器,東証1部,6820
1253,千代田インテグレ,電気機器,東証1部,6915
1254,ローランドディー.ジー.,電気機器,東証1部,6789
1255,新日本無線,電気機器,東証1部,6911
1256,芝浦電子,電気機器,東証JASDAQスタンダード,6957
1257,古河電池,電気機器,東証1部,6937
1258,アイホン,電気機器,東証1部,6718
1259,ミマキエンジニアリング,電気機器,東証1部,6638
1260,愛知電機,電気機器,名証1部,6623
1261,ヨコオ,電気機器,東証1部,6800
1262,船井電機,電気機器,東証1部,6839
1263,東光高岳,電気機器,東証1部,6617
1264,指月電機製作所,電気機器,東証2部,6994
1265,本多通信工業,電気機器,東証1部,6826
1266,リオン,電気機器,東証1部,6823
1267,オーデリック,電気機器,東証JASDAQスタンダード,6889
1268,古野電気,電気機器,東証1部,6814
1269,ユーシン,電気機器,東証1部,6985
1270,キョウデン,電気機器,東証2部,6881
1271,ヘリオステクノホールディング,電気機器,東証1部,6927
1272,芝浦メカトロニクス,電気機器,東証1部,6590
1273,エスケーエレクトロニクス,電気機器,東証JASDAQスタンダード,6677
1274,東亜ディーケーケー,電気機器,東証1部,6848
1275,三社電機製作所,電気機器,東証2部,6882
1276,宮越ホールディングス,電気機器,東証1部,6620
1277,北川工業,電気機器,名証2部,6896
1278,寺崎電気産業,電気機器,東証JASDAQスタンダード,6637
1279,ヴィスコ・テクノロジーズ,電気機器,東証JASDAQスタンダード,6698
1280,ユニデンホールディングス,電気機器,東証1部,6815
1281,新コスモス電機,電気機器,東証JASDAQスタンダード,6824
1282,東洋電機製造,電気機器,東証1部,6505
1283,SEMITEC,電気機器,東証JASDAQスタンダード,6626
1284,遠藤照明,電気機器,東証1部,6932
1285,KIホールディングス,電気機器,東証2部,6747
1286,アバールデータ,電気機器,東証JASDAQスタンダード,6918
1287,シーシーエス,電気機器,東証JASDAQスタンダード,6669
1288,精工技研,電気機器,東証JASDAQスタンダード,6834
1289,テクノメディカ,電気機器,東証1部,6678
1290,エヌエフ回路設計ブロック,電気機器,東証JASDAQスタンダード,6864
1291,チノー,電気機器,東証1部,6850
1292,オンキヨー,電気機器,東証JASDAQスタンダード,6628
1293,原田工業,電気機器,東証2部,6904
1294,アイ・オー・データ機器,電気機器,東証1部,6916
1295,日本電波工業,電気機器,東証1部,6779
1296,北陸電気工業,電気機器,東証1部,6989
1297,サン電子,電気機器,東証JASDAQスタンダード,6736
1298,アドテックプラズマテクノロジー,電気機器,東証2部,6668
1299,トレックス・セミコンダクター,電気機器,東証2部,6616
1300,大真空,電気機器,東証1部,6962
1301,santec,電気機器,東証JASDAQスタンダード,6777
1302,ASTI,電気機器,東証2部,6899
1303,コンテック,電気機器,東証2部,6639
1304,鈴木,電気機器,東証1部,6785
1305,岡谷電機産業,電気機器,東証1部,6926
1306,ザインエレクトロニクス,電気機器,東証JASDAQスタンダード,6769
1307,正興電機製作所,電気機器,東証2部,6653
1308,明星電気,電気機器,東証2部,6709
1309,田淵電機,電気機器,東証1部,6624
1310,MUTOHホールディングス,電気機器,東証1部,7999
1311,ティアック,電気機器,東証1部,6803
1312,岩崎電気,電気機器,東証1部,6924
1313,富士通コンポーネント,電気機器,東証2部,6719
1314,共和電業,電気機器,東証1部,6853
1315,帝国通信工業,電気機器,東証1部,6763
1316,池上通信機,電気機器,東証1部,6771
1317,サクサホールディングス,電気機器,東証1部,6675
1318,双信電機,電気機器,東証1部,6938
1319,戸上電機製作所,電気機器,東証2部,6643
1320,テラプローブ,電気機器,東証マザーズ,6627
1321,エノモト,電気機器,東証JASDAQスタンダード,6928
1322,協立電機,電気機器,東証JASDAQスタンダード,6874
1323,オリジン電気,電気機器,東証1部,6513
1324,ダイヤモンド電機,電気機器,東証2部,6895
1325,菊水電子工業,電気機器,東証JASDAQスタンダード,6912
1326,かわでん,電気機器,東証JASDAQスタンダード,6648
1327,テクノホライゾン・ホールディングス,電気機器,東証JASDAQスタンダード,6629
1328,ケル,電気機器,東証JASDAQスタンダード,6919
1329,日本フェンオール,電気機器,東証2部,6870
1330,大同信号,電気機器,東証2部,6743
1331,シライ電子工業,電気機器,東証JASDAQスタンダード,6658
1332,日本アンテナ,電気機器,東証JASDAQスタンダード,6930
1333,大泉製作所,電気機器,東証マザーズ,6618
1334,ナカヨ,電気機器,東証1部,6715
1335,ニレコ,電気機器,東証JASDAQスタンダード,6863
1336,不二電機工業,電気機器,東証1部,6654
1337,澤藤電機,電気機器,東証1部,6901
1338,アルチザネットワークス,電気機器,東証2部,6778
1339,アクセル,電気機器,東証1部,6730
1340,小野測器,電気機器,東証1部,6858
1341,京写,電気機器,東証JASDAQスタンダード,6837
1342,ピクセラ,電気機器,東証2部,6731
1343,ぷらっとホーム,電気機器,東証2部,6836
1344,岩崎通信機,電気機器,東証1部,6704
1345,ジオマテック,電気機器,東証JASDAQスタンダード,6907
1346,ツインバード工業,電気機器,東証2部,6897
1347,エルナー,電気機器,東証2部,6972
1348,日本アビオニクス,電気機器,東証2部,6946
1349,ソルガム・ジャパン・ホールディングス,電気機器,東証JASDAQスタンダード,6636
1350,三相電機,電気機器,東証JASDAQスタンダード,6518
1351,日本タングステン,電気機器,東証2部,6998
1352,アライドテレシスホールディングス,電気機器,東証2部,6835
1353,トランザス,電気機器,東証マザーズ,6696
1354,ユビテック,電気機器,東証JASDAQスタンダード,6662
1355,ズーム,電気機器,東証JASDAQスタンダード,6694
1356,西芝電機,電気機器,東証2部,6591
1357,エイアンドティー,電気機器,東証JASDAQスタンダード,6722
1358,ネクスグループ,電気機器,東証JASDAQスタンダード,6634
1359,日本電子材料,電気機器,東証1部,6855
1360,サンコー,電気機器,東証2部,6964
1361,星和電機,電気機器,東証2部,6748
1362,東洋電機,電気機器,名証2部,6655
1363,C＆Gシステムズ,電気機器,東証2部,6633
1364,TBグループ,電気機器,東証2部,6775
1365,NKKスイッチズ,電気機器,東証JASDAQスタンダード,6943
1366,OSGコーポレーション,電気機器,東証JASDAQスタンダード,6757
1367,多摩川ホールディングス,電気機器,東証JASDAQスタンダード,6838
1368,大井電気,電気機器,東証JASDAQスタンダード,6822
1369,東京コスモス電機,電気機器,東証2部,6772
1370,オプトエレクトロニクス,電気機器,東証JASDAQスタンダード,6664
1371,太洋工業,電気機器,東証JASDAQスタンダード,6663
1372,Abalance,電気機器,東証マザーズ,3856
1373,ミナトホールディングス,電気機器,東証JASDAQスタンダード,6862
1374,名古屋電機工業,電気機器,名証2部,6797
1375,インスペック,電気機器,東証2部,6656
1376,リーダー電子,電気機器,東証JASDAQスタンダード,6867
1377,リバーエレテック,電気機器,東証JASDAQスタンダード,6666
1378,森尾電機,電気機器,東証2部,6647
1379,AKIBAホールディングス,電気機器,東証JASDAQスタンダード,6840
1380,メディアリンクス,電気機器,東証JASDAQスタンダード,6659
1381,テクノ・セブン,電気機器,東証JASDAQスタンダード,6852
1382,パルステック工業,電気機器,東証2部,6894
1383,大日光・エンジニアリング,電気機器,東証JASDAQスタンダード,6635
1384,ウインテスト,電気機器,東証2部,6721
1385,松尾電機,電気機器,東証2部,6969
1386,ニューテック,電気機器,東証JASDAQスタンダード,6734
1387,テクニカル電子,電気機器,東証JASDAQスタンダード,6716
1388,日本抵抗器製作所,電気機器,東証2部,6977
1389,トミタ電機,電気機器,東証JASDAQスタンダード,6898
1390,中央製作所,電気機器,名証2部,6846
1391,テックポイント・インク,電気機器,東証マザーズ,6697
1392,トヨタ自動車,輸送用機器,東証1部,7203
1393,本田技研工業,輸送用機器,東証1部,7267
1394,デンソー,輸送用機器,東証1部,6902
1395,日産自動車,輸送用機器,東証1部,7201
1396,スズキ,輸送用機器,東証1部,7269
1397,SUBARU,輸送用機器,東証1部,7270
1398,豊田自動織機,輸送用機器,東証1部,6201
1399,アイシン精機,輸送用機器,東証1部,7259
1400,いすゞ自動車,輸送用機器,東証1部,7202
1401,シマノ,輸送用機器,東証1部,7309
1402,ヤマハ発動機,輸送用機器,東証1部,7272
1403,三菱自動車工業,輸送用機器,東証1部,7211
1404,マツダ,輸送用機器,東証1部,7261
1405,日野自動車,輸送用機器,東証1部,7205
1406,川崎重工業,輸送用機器,東証1部,7012
1407,NOK,輸送用機器,東証1部,7240
1408,トヨタ紡織,輸送用機器,東証1部,3116
1409,豊田合成,輸送用機器,東証1部,7282
1410,テイ・エステック,輸送用機器,東証1部,7313
1411,東海理化電機製作所,輸送用機器,東証1部,6995
1412,日産車体,輸送用機器,東証1部,7222
1413,エクセディ,輸送用機器,東証1部,7278
1414,KYB,輸送用機器,東証1部,7242
1415,ケーヒン,輸送用機器,東証1部,7251
1416,エフ・シー・シー,輸送用機器,東証1部,7296
1417,ユニプレス,輸送用機器,東証1部,5949
1418,日信工業,輸送用機器,東証1部,7230
1419,日本精機,輸送用機器,東証2部,7287
1420,三井造船,輸送用機器,東証1部,7003
1421,武蔵精密工業,輸送用機器,東証1部,7220
1422,新明和工業,輸送用機器,東証1部,7224
1423,ハイレックスコーポレーション,輸送用機器,東証2部,7279
1424,太平洋工業,輸送用機器,東証1部,7250
1425,ショーワ,輸送用機器,東証1部,7274
1426,モリタホールディングス,輸送用機器,東証1部,6455
1427,フタバ産業,輸送用機器,東証1部,7241
1428,極東開発工業,輸送用機器,東証1部,7226
1429,愛三工業,輸送用機器,東証1部,7283
1430,トピー工業,輸送用機器,東証1部,7231
1431,三菱ロジスネクスト,輸送用機器,東証1部,7105
1432,タチエス,輸送用機器,東証1部,7239
1433,プレス工業,輸送用機器,東証1部,7246
1434,ジャムコ,輸送用機器,東証1部,7408
1435,河西工業,輸送用機器,東証1部,7256
1436,ヨロズ,輸送用機器,東証1部,7294
1437,大同メタル工業,輸送用機器,東証1部,7245
1438,日本車輌製造,輸送用機器,東証1部,7102
1439,昭和飛行機工業,輸送用機器,東証2部,7404
1440,名村造船所,輸送用機器,東証1部,7014
1441,IJTテクノロジーホールディングス,輸送用機器,東証2部,7315
1442,曙ブレーキ工業,輸送用機器,東証1部,7238
1443,村上開明堂,輸送用機器,東証2部,7292
1444,ユタカ技研,輸送用機器,東証JASDAQスタンダード,7229
1445,富士機工,輸送用機器,東証1部,7260
1446,八千代工業,輸送用機器,東証JASDAQスタンダード,7298
1447,ティラド,輸送用機器,東証1部,7236
1448,エフテック,輸送用機器,東証1部,7212
1449,安永,輸送用機器,東証1部,7271
1450,三櫻工業,輸送用機器,東証1部,6584
1451,今仙電機製作所,輸送用機器,東証1部,7266
1452,ミクニ,輸送用機器,東証1部,7247
1453,ダイハツディーゼル,輸送用機器,東証2部,6023
1454,近畿車輛,輸送用機器,東証1部,7122
